name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
paris,2020-01-01T00:00:00,1,-1.8,-0.1,92.21,0,0,,0,0,14.8,8.8,138,1032.5,21.3,3.9,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T01:00:00,0.3,-1.4,-0.6,93.99,0,0,,0,0,14.5,5.3,158,1032.5,87.5,1.7,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T02:00:00,-0.7,-3.8,-1.3,95.71,0,0,,0,0,16.9,8.9,190,1032.2,87,0.9,0,0,0,,Partially cloudy,fog,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T03:00:00,-0.5,-3.4,-0.9,97.66,0,0,,0,0,19.9,8.2,192,1032.2,80,0.9,0,0,0,,Partially cloudy,fog,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T04:00:00,-0.1,-2.1,-0.5,97.36,0,0,,0,0,21.8,5.8,210,1031.9,97.2,0.1,0,0,0,,Overcast,fog,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T05:00:00,0.2,-2.2,-0.1,97.98,0,0,,0,0,15,7.2,198,1031.6,97.2,0.9,0,0,0,,Overcast,fog,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T06:00:00,0.4,0.4,0,97.53,0,0,,0,0,11.5,4.4,165,1031.9,100,3.3,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T07:00:00,0.5,-1.3,0.2,98.07,0,0,,0,0,14,5.6,162,1031.9,100,2.7,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T08:00:00,0.7,-2.7,0.4,98.2,0,0,,0,0,18,10.8,163,1031.9,100,1.7,0.2,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T09:00:00,0.9,-2.4,0.6,97.64,0,0,,0,0,17.7,10.5,161,1032.2,100,1.6,5,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-01T10:00:00,1.2,-2.1,1.2,99.69,0,0,,0,0,17.9,10.8,161,1032.5,100,1.5,10,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-01T11:00:00,1.9,-0.7,1.7,98.65,0,0,,0,0,17.2,8.7,166,1032.6,100,2.5,33,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-01T12:00:00,2.6,0.8,2.4,98.24,0,0,,0,0,17.2,6.7,165,1032.5,100,2.5,35,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-01T13:00:00,3,1.2,2.6,97.7,0,0,,0,0,12.4,6.5,141,1031.7,100,1,33,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-01T14:00:00,3.3,0.9,3.3,99.72,0,0,,0,0,18.4,8.9,153,1030.9,100,1,32,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-01T15:00:00,3.6,1.5,3.4,98.28,0,0,,0,0,18.6,8.2,154,1030.6,100,0.9,27,0.1,0,,Overcast,fog,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-01T16:00:00,4,1.9,3.6,97.74,0,0,,0,0,17,8.3,139,1030.5,100,1,15,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-01T17:00:00,4.1,2,3.8,98.24,0,0,,0,0,18.3,8.2,135,1030.6,100,1.7,10,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-01T18:00:00,4.2,2.2,4,98.24,0,0,,0,0,17.2,8.2,136,1030.7,100,0.9,0,0,0,,Overcast,fog,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T19:00:00,4.4,2.4,4.1,97.78,0,0,,0,0,16.5,8,135,1030.6,100,1.6,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T20:00:00,4.4,2.3,4.2,98.81,0.014,100,rain,0,0,17.1,8.4,138,1030.7,100,1,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T21:00:00,4.5,2.5,4.2,98.27,0.014,100,rain,0,0,18,8.2,150,1030.2,100,3.2,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T22:00:00,4.4,2,4,97.73,0,0,,0,0,18.4,9.8,151,1029.9,100,3.3,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-01T23:00:00,4.2,1.7,4,98.69,0,0,,0,0,20.5,10.1,151,1029.8,100,3.4,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T00:00:00,4.3,2.3,4.1,98.67,0,0,,0,0,17.4,7.8,143,1029.4,100,2.7,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T01:00:00,4.3,2.3,4.2,99.66,0,0,,0,0,16.2,8,145,1028.7,100,3.4,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T02:00:00,4.5,2.5,4.1,97.66,0.315,100,rain,0,0,16.8,8,136,1028.2,100,2.4,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T03:00:00,4.6,2.8,4.5,99.27,0.144,100,rain,0,0,16.9,7.4,120,1028,100,1.8,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T04:00:00,4.8,3.6,4.6,98.84,0,0,,0,0,12.1,5.7,129,1027.7,100,1,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T05:00:00,5,4,4.9,99.29,0.016,100,rain,0,0,10.8,5.3,126,1027.2,100,0.8,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T06:00:00,5.2,4.2,5.1,98.8,0.302,100,rain,0,0,10.5,5.4,122,1027,100,1.5,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T07:00:00,5.5,4.5,5.4,99.3,0,0,,0,0,11.8,5.4,138,1026.9,100,0.8,0,0,0,,Overcast,fog,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T08:00:00,6,6,5.9,99.3,0.027,100,rain,0,0,12,4.3,189,1027.1,100,3,0.2,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T09:00:00,6.2,6.2,6.2,99.84,0,0,,0,0,12.2,4,193,1027.1,100,0.9,6,0,0,,Overcast,fog,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-02T10:00:00,6.8,5.7,6.6,98.77,0,0,,0,0,13.1,6.1,197,1027.1,100,4,15,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-02T11:00:00,7.4,5.5,7.2,98.76,0,0,,0,0,19.3,10.6,207,1027.4,100,8.1,35,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-02T12:00:00,8.2,6.5,7.8,97.25,0.014,100,rain,0,0,21.2,9.5,204,1027,100,9.8,58,0.2,1,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-02T13:00:00,8.4,6.9,8.1,97.59,0,0,,0,0,19.9,9.5,213,1026.5,100,4.1,51,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-02T14:00:00,8.9,7.5,8.4,96.89,0.017,100,rain,0,0,20.8,9,217,1025.7,99,23.1,48,0.2,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-02T15:00:00,8.9,7,7.8,92.94,0,0,,0,0,24.7,12.1,217,1025.1,99,22.6,52,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-02T16:00:00,8.8,7.1,7.6,92.45,0,0,,0,0,24.4,10.1,198,1024.8,99,25.1,22,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-02T17:00:00,8.6,6.8,7.4,91.87,0,0,,0,0,24.9,11.2,205,1025,99,25.8,7,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999,D3623"
paris,2020-01-02T18:00:00,8.8,7.3,7.6,92.28,0,0,,0,0,20.4,9.3,198,1025.1,99,22.6,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T19:00:00,8.8,6.8,7.6,92.05,0,0,,0,0,25.9,12.3,207,1024.8,99,19.1,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T20:00:00,8.9,7.1,7.7,92.08,0,0,,0,0,25.7,11.3,199,1024.6,99,16.9,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T21:00:00,9,6.9,7.8,92.18,0,0,,0,0,27,13.3,198,1024.3,99,10.2,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T22:00:00,9,7.4,7.8,91.88,0,0,,0,0,26.2,10.4,207,1024.2,99,17.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-02T23:00:00,9.1,6.8,7.5,89.97,0,0,,0,0,29.6,15,214,1024,99,19.2,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T00:00:00,9.1,6.7,7.3,88.62,0.007,100,rain,0,0,37,15.9,216,1024.1,99,20.1,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T01:00:00,9.1,6.6,7,87.09,0,0,,0,0,33,16.5,217,1023.9,99,20,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T02:00:00,9,6.9,6.9,87.06,0,0,,0,0,30.8,13.3,216,1023.1,99,20.9,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T03:00:00,8.6,6.4,6.5,86.22,0,0,,0,0,31.5,14.2,207,1022.8,99,21.6,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T04:00:00,8.5,6.1,6.1,84.94,0,0,,0,0,38.2,14.5,207,1022.2,99,21.4,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T05:00:00,8.6,5.2,6.1,84.67,0.144,100,rain,0,0,45.3,23.5,215,1021.9,99,20.6,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T06:00:00,8.6,6.4,6.5,86.45,0,0,,0,0,41.2,14,202,1021.8,99,19.9,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T07:00:00,8.7,5.8,7.2,90.63,0,0,,0,0,46.1,18.9,218,1021.8,99,5.4,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T08:00:00,8.7,6,7.6,92.71,0.033,100,rain,0,0,40.6,17.9,228,1022.3,99,16.5,0.3,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T09:00:00,9,6.7,8,92.9,0,0,,0,0,41.5,15.2,220,1022.8,99,16.2,5,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-03T10:00:00,9.6,7,8.5,93.2,0,0,,0,0,34.3,17.9,220,1023.1,99,20.7,16,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-03T11:00:00,10.3,10.3,8.6,89.08,0,0,,0,0,35.2,15.1,236,1023.6,87.5,22,25,0.1,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-03T12:00:00,11.3,11.3,8.4,82.16,0,0,,0,0,38.2,15.9,247,1023.8,88.6,24.4,31,0.1,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-03T13:00:00,12,12,8.1,77.13,0,0,,0,0,45.2,21.2,256,1023.8,95.6,20.7,68,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-03T14:00:00,11.1,11.1,8.8,85.85,0.007,100,rain,0,0,40.7,15.7,256,1023.9,99,11.8,44,0.2,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-03T15:00:00,11.7,11.7,8.5,81.11,0.15,100,rain,0,0,36.8,17.2,264,1024.3,96.6,13.8,49,0.2,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-03T16:00:00,11.4,11.4,8.5,82.44,0,0,,0,0,35.8,18.2,265,1024.9,96.6,24.4,26,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-03T17:00:00,11,11,8.5,84.55,0,0,,0,0,34.2,15.2,257,1025.6,96.6,26.5,9,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-03T18:00:00,11.1,11.1,8.4,83.59,0,0,,0,0,28,13.4,257,1026.2,96.6,22.1,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T19:00:00,10.7,10.7,9.2,90.89,0,0,,0,0,31.1,12.6,286,1027.4,96.6,15,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T20:00:00,10.4,10.4,8.4,87.49,0.021,100,rain,0,0,41.2,19.4,324,1028.6,96.6,18.1,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T21:00:00,9.1,6.3,7.1,87.21,0.023,100,rain,0,0,39.2,19.8,344,1029.8,96.6,15.2,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T22:00:00,8.8,6.3,6.3,84.35,0,0,,0,0,38,16.1,355,1031,96.6,20.2,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-03T23:00:00,8.4,5.6,6,85.09,0,0,,0,0,31.8,17.5,354,1032.1,99,21.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T00:00:00,7.9,5.9,5.2,82.99,0,0,,0,0,30.1,11.6,2,1032.9,96.6,24.2,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T01:00:00,7.6,4.7,4.8,82.61,0,0,,0,0,31.1,16.8,354,1033.3,93.8,24.3,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T02:00:00,6.4,4.1,2.6,76.71,0,0,,0,0,29.2,11.7,345,1033.5,38.8,24.3,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T03:00:00,5.9,4.7,2.7,79.98,0,0,,0,0,20.9,6.2,333,1034.1,57.5,23,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T04:00:00,5.6,3.7,3.1,83.8,0,0,,0,0,16.5,8.8,315,1034.4,87.1,20.7,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T05:00:00,5.3,3.6,2.9,84.61,0,0,,0,0,15.7,7.7,308,1034.7,90,19.2,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T06:00:00,4.9,3,2.5,84.79,0,0,,0,0,17.1,8.1,304,1035.5,90,19.4,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T07:00:00,4.4,2.6,2.4,86.52,0,0,,0,0,15.6,7.5,272,1035.6,85.8,19,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T08:00:00,4,2.5,2.3,89.03,0,0,,0,0,11.7,6.1,270,1036.2,80,17.4,1.7,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T09:00:00,3.8,1.6,1.9,87.76,0,0,,0,0,16,8.3,265,1036.2,57.1,17.5,6,0,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-04T10:00:00,4.4,2.1,2.2,86.03,0,0,,0,0,20.5,9.3,282,1036.8,57.1,19,19,0.1,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-04T11:00:00,6.1,3.9,3,80.51,0,0,,0,0,25.9,10.1,283,1037,80.2,19.8,38,0.1,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-04T12:00:00,7,5,3.7,79.61,0,0,,0,0,22.1,10.4,278,1036.5,60,20.4,32,0.1,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-04T13:00:00,8.2,5.9,4,74.58,0,0,,0,0,28.7,13.6,294,1036.5,80,20,45,0.2,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-04T14:00:00,8.6,6.3,4.4,74.95,0,0,,0,0,30.8,14.1,305,1036.1,90,19.8,44,0.2,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-04T15:00:00,8.9,6.9,3.7,70.03,0,0,,0,0,32,12.9,313,1036.1,96.6,24.6,59,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-04T16:00:00,8.9,7,3.6,69.64,0,0,,0,0,33.9,11.7,303,1036.3,96.6,24.4,25,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-04T17:00:00,8.7,7.1,3.9,71.79,0,0,,0,0,25,10.1,300,1036.4,96.6,24,12,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-04T18:00:00,8.4,7.2,4.1,74.71,0,0,,0,0,25.8,7.8,284,1036.4,96.6,24.1,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T19:00:00,8.3,7.1,4.5,77.21,0,0,,0,0,19.2,7.8,284,1036.8,96.6,23.8,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T20:00:00,8.3,6.7,4.5,77.1,0,0,,0,0,18.1,9.7,270,1037.1,96.6,23.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T21:00:00,8.3,6.7,4.2,75.28,0,0,,0,0,24.3,9.6,304,1037.1,97.6,23.8,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T22:00:00,8.1,6.4,4.2,76.41,0,0,,0,0,26.6,9.9,311,1037.1,97.6,25.2,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-04T23:00:00,7.9,6,3.5,73.64,0,0,,0,0,25.3,10.6,328,1037.5,97.6,23.6,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T00:00:00,7.8,6.6,4.5,79.9,0,0,,0,0,26.8,7.3,305,1037.6,97.6,23.8,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T01:00:00,7.6,7.6,4.6,81.28,0,0,,0,0,13.6,4.1,277,1037.6,97.6,22.6,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T02:00:00,7.5,6.3,4.8,83.25,0,0,,0,0,14.5,7,279,1037.5,97.6,19.6,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T03:00:00,7.2,6,5,86.18,0,0,,0,0,16.4,6.8,273,1037.4,100,20.4,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T04:00:00,7,6.3,5.1,87.42,0,0,,0,0,10.8,5.4,273,1037.3,100,19.2,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T05:00:00,6.9,6.9,5.1,88.48,0,0,,0,0,11.8,3.7,265,1037.2,100,19.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T06:00:00,6.8,6.8,5.1,88.79,0,0,,0,0,10.1,3.9,257,1037.3,100,18.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T07:00:00,6.8,6,5.1,88.96,0,0,,0,0,8,5.3,221,1037.4,100,18.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T08:00:00,6.9,6.9,5.1,88.9,0,0,,0,0,11.8,3.9,247,1037.3,100,18.5,1,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T09:00:00,7,6.2,5.1,88.05,0,0,,0,0,11.8,5.3,274,1037.4,100,19.1,5,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-05T10:00:00,7.3,6.6,5.3,87.49,0,0,,0,0,11.9,5.1,263,1037.4,100,19.3,13,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-05T11:00:00,7.7,7.7,5.6,86.53,0,0,,0,0,10.7,3.7,277,1037.2,100,19.8,31,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-05T12:00:00,8.3,7.8,5.3,81.34,0,0,,0,0,11.6,4.9,303,1036.8,97.6,20.9,48,0.2,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-05T13:00:00,8.6,8.6,5.4,80.06,0,0,,0,0,10.5,4.7,298,1036.2,97.6,21.6,56,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-05T14:00:00,8.9,8.5,3,66.82,0,0,,0,0,13.2,4.9,337,1035.6,96.6,23.8,57,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-05T15:00:00,8.7,8.7,2.7,66.03,0,0,,0,0,16.4,4,12,1035.6,96.6,24.7,42,0.2,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-05T16:00:00,8.5,8.5,2.9,68.08,0,0,,0,0,12.7,3.9,41,1035.4,97.6,24.2,22,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-05T17:00:00,8.4,7.9,2.9,68.74,0,0,,0,0,11,5.1,139,1035.5,97.6,24.4,8,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-05T18:00:00,8.1,7.1,2.3,66.66,0,0,,0,0,13.5,7,119,1035.5,100,26.4,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T19:00:00,8.1,7,2.4,67.55,0,0,,0,0,14,6.9,139,1035,100,23.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T20:00:00,7.9,6.8,2,66.41,0,0,,0,0,18.1,6.8,117,1034.7,100,22.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T21:00:00,7.7,6.9,1.9,66.86,0,0,,0,0,17.1,5.5,109,1034.5,97.6,23.3,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T22:00:00,7.4,6.6,1.4,65.59,0,0,,0,0,14.7,5.8,172,1034,97.6,25,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-05T23:00:00,6.8,5.8,1.1,66.77,0,0,,0,0,18.6,6.2,152,1033.5,80.1,26.6,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-06T00:00:00,4.9,4.9,0.8,74.46,0,0,,0,0,18.8,4.5,143,1033.1,33.3,22.7,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
