name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
paris,2020-01-13T00:00:00,8.5,6.4,7.5,93.51,0,0,,0,0,26.3,12.7,216,1025.8,99,12.8,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T01:00:00,8.5,6.3,7.5,93.44,0,0,,0,0,26.5,13.5,217,1025.3,100,14.6,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T02:00:00,8.5,6.7,7,90.45,0,0,,0,0,22,10.5,210,1024.7,100,19.3,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T03:00:00,8.6,6.6,6.8,88.68,0,0,,0,0,25,11.7,215,1024.3,97.6,21.8,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T04:00:00,8.2,6.8,6.5,89.27,0,0,,0,0,29.6,8.4,207,1023.7,95.3,20.3,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T05:00:00,7.3,5.6,6,91.54,0,0,,0,0,21.2,9.1,211,1023.1,94.8,20.9,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T06:00:00,7,4.8,5.7,91.7,0,0,,0,0,21.8,11.3,209,1022.3,94,20.7,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T07:00:00,6.6,3.9,5.8,94.25,0,0,,0,0,29.7,14.5,214,1021.9,95.6,16.7,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T08:00:00,7,3.8,5.8,92.57,0,0,,0,0,35,18,204,1020.7,96.6,16.4,0.8,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T09:00:00,7.3,4.8,6.1,92.31,0,0,,0,0,34.9,13.2,204,1020.6,96.6,17.6,5,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-13T10:00:00,7.6,5.1,6.5,92.93,0,0,,0,0,34.7,13.9,196,1020.6,97.6,16.9,18,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-13T11:00:00,8,5.6,6.6,90.97,0,0,,0,0,33.5,14.2,197,1020.5,100,18.3,37,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-13T12:00:00,8.2,5.3,7.1,92.28,0,0,,0,0,38.9,18.9,187,1019.3,97.6,16.9,48,0.2,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-13T13:00:00,8.3,5.6,7.4,94.14,0,0,,0,0,41.7,16.7,194,1017.4,100,17.6,35,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-13T14:00:00,8.6,6,7.7,94.48,0.014,100,rain,0,0,34.8,16.4,198,1016.1,100,18.9,22,0.1,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-13T15:00:00,9.1,6,8,92.85,0,0,,0,0,43.2,22.2,215,1015.4,100,22,15,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-13T16:00:00,9.6,7,7.8,88.58,0,0,,0,0,50.4,18.4,207,1014.7,100,21.6,24,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-13T17:00:00,9.8,7.2,7.7,87.01,0.016,100,rain,0,0,43.6,18.7,208,1013.8,99,26.4,13,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-13T18:00:00,10,10,7.8,86.06,0,0,,0,0,42.8,17.1,198,1013.1,99,22.2,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T19:00:00,9.7,6.5,7.9,88.97,0,0,,0,0,,25.8,188,1012,96.6,10,0,0,0,,Overcast,cloudy,"07149099999,07146099999,07153099999,07157099999,07147099999,07150099999"
paris,2020-01-13T20:00:00,9.6,6.4,6.9,83.21,0,0,,0,0,48.2,26.1,187,1011.6,91.2,23.5,0,0,0,,Overcast,cloudy,"07149099999,07146099999,07153099999,07157099999,07147099999,07150099999"
paris,2020-01-13T21:00:00,9.8,7.1,6.7,80.9,0,0,,0,0,44.9,20,204,1011.6,100,23.3,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-13T22:00:00,9.6,6.7,6,78.01,0,0,,0,0,,21.5,194,,55.3,10,0,0,0,,Partially cloudy,partly-cloudy-night,"LFPV,LFPO,LFPB"
paris,2020-01-13T23:00:00,9.6,6.6,5.6,76.13,0,0,,0,0,,23.5,197,,41.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"LFPV,LFPO,LFPB"
paris,2020-01-14T00:00:00,10,7.2,4.6,69.32,0,0,,0,0,46.2,22.4,206,1010.2,99,27.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T01:00:00,9.7,6.8,4.1,68.3,0,0,,0,0,54.6,22.8,206,1009.9,97.8,27.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T02:00:00,9.4,6.5,3.8,67.98,0,0,,0,0,54.6,21.8,207,1009.4,99,27.3,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T03:00:00,9.7,6.9,4.5,70.1,0.006,100,rain,0,0,48.8,21.3,206,1009,100,26.5,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T04:00:00,9.9,6.8,4.3,67.97,0,0,,0,0,57.6,25.7,199,1008.3,100,29.2,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T05:00:00,9.8,6.7,4.1,67.52,0,0,,0,0,50.5,25.1,207,1008,92.2,29.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T06:00:00,10.4,10.4,3.7,63.23,0,0,,0,0,63.3,33.3,216,1008.3,100,29.2,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T07:00:00,10,6.5,4.5,68.65,0,0,,0,0,60.6,30.9,216,1008.6,97.6,26.9,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T08:00:00,9.7,6.4,4.5,70.26,0.014,100,rain,0,0,71.1,27.2,209,1009,97.6,27.3,1.8,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T09:00:00,9.9,6.5,4.1,67.21,0,0,,0,0,78.2,29.2,216,1009.2,97.6,26.9,5,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-14T10:00:00,10.4,10.4,4.3,65.95,0,0,,0,0,71.7,31.8,215,1009.6,97.6,26.4,14,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-14T11:00:00,10.5,10.5,5,68.83,0.006,100,rain,0,0,59.6,29.6,208,1010,97.6,24.5,39,0.1,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-14T12:00:00,10.9,10.9,5.4,69.02,0,0,,0,0,68.4,29.6,216,1009.9,97.6,24.5,51,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-14T13:00:00,11.1,11.1,7,75.57,0,0,,0,0,64.6,32.5,216,1009.6,97.6,22.9,58,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-14T14:00:00,11,11,7.3,77.89,0.006,100,rain,0,0,77,30.7,217,1009.5,97.6,25.3,43,0.2,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-14T15:00:00,11.4,11.4,6.9,73.78,0,0,,0,0,70.5,32.9,218,1009.5,97.6,25,48,0.2,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-14T16:00:00,11.7,11.7,5.4,65.11,0,0,,0,0,56.9,30.7,216,1010,97.6,26.7,40,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-14T17:00:00,12,12,5.3,63.69,0,0,,0,0,71.1,26.3,217,1010.2,97.6,27.1,15,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-14T18:00:00,12.2,12.2,5.8,64.87,0,0,,0,0,64.4,29.2,216,1010.7,97.6,27.8,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T19:00:00,12.2,12.2,5.1,61.88,0,0,,0,0,70.3,26.9,216,1011,100,27.6,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T20:00:00,11.5,11.5,5.5,66.7,0,0,,0,0,59.4,24,216,1011.7,100,27.6,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T21:00:00,10.9,10.9,6.8,75.74,0,0,,0,0,61,27.1,216,1012.1,100,25.4,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T22:00:00,10.4,10.4,7.3,81.03,0,0,,0,0,54.2,24.2,209,1012.5,100,22.9,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-14T23:00:00,10.4,10.4,6.6,77.04,0,0,,0,0,47.3,18.8,199,1012.2,93.5,26.9,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T00:00:00,10,7.8,5.7,74.77,0,0,,0,0,39,16.3,197,1012.5,72.1,27.5,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T01:00:00,9.9,7.5,5.4,73.92,0,0,,0,0,38.9,17.7,197,1012.3,53.1,26.9,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T02:00:00,9.9,7.6,5.5,74.23,0,0,,0,0,34.6,16.7,196,1012,38.7,26.2,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T03:00:00,9.7,7.3,5.4,74.5,0,0,,0,0,37.5,17.3,197,1012,52.1,26,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T04:00:00,9.2,6.6,5.1,75.24,0,0,,0,0,41.2,18.2,198,1012,37.4,25.6,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T05:00:00,8.9,6.3,4.8,75.63,0,0,,0,0,38.6,17.3,198,1011.9,37.4,25.6,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T06:00:00,8.6,5.8,4.6,75.89,0,0,,0,0,40.2,18.5,199,1012,24.2,25.8,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T07:00:00,8.7,5.9,4.6,75.18,0,0,,0,0,37.8,19.3,190,1012.3,91,26.2,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T08:00:00,9,6.4,4.5,73.44,0,0,,0,0,45.1,17.8,198,1012.2,90,26.2,4,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T09:00:00,9.1,6.5,4.3,71.87,0,0,,0,0,43.1,17.8,189,1012.2,96.6,25.8,7,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-15T10:00:00,9.9,6.9,4.6,69.76,0,0,,0,0,45.4,23.6,190,1012.2,94,23.5,36,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-15T11:00:00,10.8,10.8,4.7,66.21,0,0,,0,0,49.5,23.2,199,1012.8,96.6,24.4,49,0.2,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-15T12:00:00,11.7,11.7,4.8,62.46,0,0,,0,0,53.7,28.8,208,1012.7,91.5,24,73,0.3,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-15T13:00:00,12,12,5.1,62.62,0,0,,0,0,61.7,25.2,216,1013,97.6,24.1,68,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-15T14:00:00,12.9,12.9,5.7,61.68,0,0,,0,0,62,26.1,216,1013.1,97.6,23.4,80,0.3,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-15T15:00:00,12.9,12.9,6.5,65.01,0,0,,0,0,59.1,27.4,218,1013.6,97.6,22.3,41,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-15T16:00:00,12.3,12.3,7.2,71.35,0,0,,0,0,56.8,19.5,228,1015.3,97.6,25.6,15,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-15T17:00:00,12.5,12.5,7.3,70.71,0,0,,0,0,46.5,12.6,244,1016.5,95,25.8,11,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-15T18:00:00,11.4,11.4,8.9,85.07,0.722,100,rain,0,0,34.3,12.8,248,1018.1,97.6,8,5,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,E8015,07157099999,07147099999,07150099999"
paris,2020-01-15T19:00:00,10.6,10.6,9.2,91.04,0,0,,0,0,22.6,9.7,238,1019.6,97.6,8.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T20:00:00,9.9,8.9,8.6,91.67,0,0,,0,0,21.7,8,226,1020.8,51,8.8,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T21:00:00,8.8,8.1,7.7,92.62,0.014,100,rain,0,0,13.5,6.2,276,1021.9,40,16.2,0,0,0,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T22:00:00,7.9,6.8,6.5,90.91,0,0,,0,0,19.2,7.4,277,1023.1,40,19.5,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-15T23:00:00,7.5,7.5,6.2,91.2,0,0,,0,0,12.4,4.6,277,1023.7,64.4,17.5,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T00:00:00,7,7,5.8,92.37,0,0,,0,0,11.2,4.8,236,1024.4,83.4,16.9,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T01:00:00,6.2,5.1,5.6,95.61,0,0,,0,0,10.1,6.3,212,1024.8,10,14.6,0,0,0,,Clear,clear-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T02:00:00,6,4.7,5.4,95.87,0,0,,0,0,11.6,6.8,186,1024.8,10,7.3,0,0,0,,Clear,clear-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T03:00:00,5.4,4.3,5,96.79,0,0,,0,0,10.9,5.9,170,1024.9,40,6.6,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T04:00:00,5.1,3.6,4.8,97.64,0,0,,0,0,16.6,6.9,177,1025.1,24.5,5,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T05:00:00,4.7,3.3,4.4,98.04,0.014,100,rain,0,0,13.9,6,172,1025.3,90,4.3,0,0,0,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T06:00:00,4.4,2.1,4.2,98.69,0.144,100,rain,0,0,15.8,9.2,168,1025.3,99,0.7,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T07:00:00,4.6,2.1,4.6,99.8,0,0,,0,0,19.3,10.7,180,1025.1,98.4,0.7,0,0,0,,Overcast,fog,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T08:00:00,5.3,3.2,5.2,98.77,0,0,,0,0,20.8,9.4,169,1025.2,96.3,0.8,2,0,0,,Overcast,fog,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T09:00:00,5.9,3.1,5.7,98.74,0,0,,0,0,22.9,13,153,1024.7,96.1,4.8,7,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-16T10:00:00,6.6,3.8,6.5,99.63,0,0,,0,0,31.4,14.6,171,1024.4,67.9,9,15,0.1,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-16T11:00:00,7.7,4.8,7.1,96.35,0,0,,0,0,28.8,16.6,165,1024.4,10,15.3,23,0.1,0,,Clear,clear-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-16T12:00:00,9.7,7.6,7.4,85.68,0,0,,0,0,26.9,14.1,169,1023.7,15.8,17.9,22,0.1,0,,Clear,clear-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-16T13:00:00,12,12,7.6,74.41,0,0,,0,0,34.2,16.8,183,1022.5,15.8,18.5,25,0.1,0,,Clear,clear-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-16T14:00:00,13.7,13.7,7.7,66.99,0,0,,0,0,41.5,16.9,175,1021.2,10,18.6,26,0.1,0,,Clear,clear-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-16T15:00:00,13.7,13.7,7,64.15,0,0,,0,0,41.9,15.7,178,1020.6,15.8,19.9,77,0.3,1,,Clear,clear-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-16T16:00:00,13.6,13.6,6.8,63.43,0,0,,0,0,39.2,16.1,178,1020.3,30,21,123,0.4,1,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-16T17:00:00,13.2,13.2,5.9,61.3,0,0,,0,0,44.6,17.5,173,1019.6,35.8,25,40,0.1,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-16T18:00:00,12.2,12.2,5.7,64.39,0,0,,0,0,35.3,16.4,164,1018.9,35.8,27,6,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-16T19:00:00,11.9,11.9,5.8,66.21,0,0,,0,0,33.5,17.2,166,1018.7,52.4,27,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T20:00:00,11.4,11.4,5.7,68.3,0,0,,0,0,32.8,13.5,174,1018.8,46.7,26.6,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T21:00:00,10.6,10.6,5.5,70.81,0,0,,0,0,31.8,15.1,190,1018.2,56.7,26.4,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T22:00:00,10.4,10.4,5.5,71.4,0,0,,0,0,32.8,14.2,191,1018,38.8,25.9,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-16T23:00:00,10.1,10.1,5.6,73.54,0,0,,0,0,31.7,12.4,184,1017.8,80.3,26,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T00:00:00,10.7,10.7,5.8,71.75,0,0,,0,0,29.1,16,184,1017.3,99,26.6,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T01:00:00,11.1,11.1,5.7,69.43,0,0,,0,0,35.5,14.5,195,1016.7,99,26.4,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T02:00:00,10.8,10.8,5.3,68.95,0,0,,0,0,37.8,14.6,203,1016.6,92.1,27.1,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T03:00:00,10.7,10.7,5.6,70.83,0,0,,0,0,36.7,16.2,206,1016.6,94,27.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T04:00:00,10.7,10.7,5.5,69.98,0,0,,0,0,42.9,19.5,207,1016,98.7,28,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T05:00:00,10,10,6.9,80.81,0.368,100,rain,0,0,47,22,217,1015.9,99,12.2,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T06:00:00,9.1,6.5,7.5,89.92,0.992,100,rain,0,0,38.1,17.4,205,1015.8,99,13.1,0,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T07:00:00,8.8,6.3,7.1,88.59,0,0,,0,0,40.8,16.4,198,1016,99,22.8,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T08:00:00,8.8,6.6,7.7,92.95,0.531,100,rain,0,0,35.7,13.6,207,1016.2,100,11,1.3,0,0,,"Rain, Overcast",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T09:00:00,9,6.4,7.8,92.13,0.021,100,rain,0,0,32.9,17.2,208,1016.8,100,18,5,0,0,,"Rain, Overcast",rain,"07149099999,D3543,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T10:00:00,9.3,6.9,8.1,92.32,0,0,,0,0,32.1,15.5,217,1017.2,100,18.9,15,0.1,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-17T11:00:00,9.6,7.5,8.1,89.89,0,0,,0,0,33.6,14.6,219,1017.8,95.3,24,47,0.2,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-17T12:00:00,10.4,10.4,7.4,81.79,0,0,,0,0,35.5,16.4,245,1018.1,94,25.2,55,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-17T13:00:00,11.1,11.1,5.5,68.4,0,0,,0,0,41.6,21.7,256,1018.2,91.8,22.4,51,0.2,1,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-17T14:00:00,11.9,11.9,4.5,60.32,0,0,,0,0,55.8,20.1,259,1018.3,81.3,23.2,49,0.2,0,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-17T15:00:00,10.7,10.7,3.4,60.61,0.006,100,rain,0,0,50.5,20.5,285,1019,65.5,25.1,55,0.2,1,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-17T16:00:00,10.1,10.1,3.1,61.82,0,0,,0,0,45.7,19.4,291,1019.8,24.5,21.7,65,0.2,1,,Partially cloudy,partly-cloudy-day,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-17T17:00:00,8.5,6.4,2.7,66.74,0.006,100,rain,0,0,52.3,12.6,279,1020.7,18.7,26.7,22,0.1,0,,Rain,rain,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-17T18:00:00,8.1,5.4,2.1,65.96,0,0,,0,0,37.3,16.6,277,1022.1,37.4,27.1,5,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,C1292,07147099999,07150099999"
paris,2020-01-17T19:00:00,6.3,2.8,2.9,78.98,0,0,,0,0,59.1,19,302,1023.3,93,24.5,0,0,0,,Overcast,cloudy,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T20:00:00,6.2,4.1,2.5,77.14,0.014,100,rain,0,0,27.5,10.2,263,1023.8,45.2,27.4,0,0,0,,"Rain, Partially cloudy",rain,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T21:00:00,5.9,3.7,1.9,75.48,0,0,,0,0,24.6,10,239,1024,10,24.3,0,0,0,,Clear,clear-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T22:00:00,5.5,2.3,1.8,76.99,0,0,,0,0,28,15.5,255,1024.5,29.3,26.6,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
paris,2020-01-17T23:00:00,5.7,3,1.6,75.06,0,0,,0,0,26.7,12.2,239,1024.8,45.7,24.9,0,0,0,,Partially cloudy,partly-cloudy-night,"07149099999,07156099999,07146099999,07157099999,07147099999,07150099999"
